post_id,platform,content_type,likes,comments,shares,views,engagement_rate_percent,hashtags,posting_time,post_date
1330,Instagram,Video,9893,524,740,152527,7.31,#tech,Morning,2024-05-12
1331,Instagram,Image,99600,1760,2343,587817,17.64,#tech,Morning,2025-07-24
1332,Facebook,Video,92868,8665,13801,276433,41.72,#viral,Evening,2025-07-11
1333,LinkedIn,Story,4150,314,252,286569,1.65,#foodie,Evening,2025-01-16
1334,TikTok,Short,18288,1284,769,482354,4.22,#marketing,Evening,2025-03-06
1335,TikTok,Reel,119993,5024,8680,266801,50.11,#foodie,Night,2025-05-02
1336,Twitter,Reel,40254,931,61,400049,10.31,#foodie,Night,2025-09-21
1337,Facebook,Short,2493,176,163,8108,34.93,#tech,Morning,2025-11-28
1338,Twitter,Short,2855,59,22,379233,0.77,#fashion,Evening,2025-03-27
1339,Facebook,Story,13765,818,1291,56191,28.25,#tech,Morning,2025-01-16
1340,Facebook,Carousel,435244,23608,1911,888556,51.86,#marketing,Evening,2024-12-21
1341,Facebook,Story,195456,15010,14036,676198,33.2,#fashion,Night,2025-04-05
1342,LinkedIn,Video,130464,9572,3157,601764,23.8,#travel,Evening,2024-08-26
1343,LinkedIn,Reel,60611,1254,2327,237717,27.0,#fashion,Evening,2025-11-29
1344,Twitter,Story,80004,687,1165,912826,8.97,#marketing,Morning,2026-02-09
1345,Facebook,Story,2362,126,113,29213,8.9,#viral,Evening,2025-11-02
1346,YouTube,Image,33020,2777,5348,197389,20.84,#viral,Morning,2024-08-11
1347,TikTok,Short,38169,211,71,78877,48.75,#tech,Afternoon,2026-04-14
1348,Twitter,Carousel,63664,3696,1579,246947,27.92,#viral,Afternoon,2024-11-21
1349,LinkedIn,Carousel,449030,16349,248,995445,46.78,#fashion,Morning,2024-08-26
1350,TikTok,Carousel,97091,2672,2052,276957,36.76,#marketing,Afternoon,2024-12-05
1351,YouTube,Short,101255,3563,6560,324683,34.3,#trending,Night,2024-11-29
1352,TikTok,Video,40315,3299,2990,278106,16.76,#tech,Night,2024-07-27
1353,Twitter,Short,199437,17425,2237,435038,50.36,#foodie,Morning,2024-10-27
1354,LinkedIn,Short,1725,102,147,33898,5.82,#foodie,Afternoon,2024-08-21
1355,Facebook,Reel,60833,2693,3848,571924,11.78,#viral,Evening,2026-03-08
1356,Twitter,Short,58000,5618,8909,283652,25.57,#foodie,Night,2025-10-25
1357,TikTok,Story,55955,4596,813,567709,10.81,#fitness,Morning,2026-04-04
1358,LinkedIn,Reel,147973,14426,17388,838922,21.43,#foodie,Morning,2026-03-31
1359,Instagram,Carousel,71167,3513,3333,310290,25.14,#foodie,Evening,2024-08-08
1360,Instagram,Story,29862,391,41,116890,25.92,#foodie,Night,2025-03-10
1361,TikTok,Carousel,74287,3250,3207,885384,9.12,#foodie,Evening,2025-06-30
1362,YouTube,Short,411021,20568,21797,899285,50.42,#tech,Afternoon,2024-07-05
1363,TikTok,Video,244198,16272,13949,522798,52.49,#foodie,Morning,2026-04-16
1364,Facebook,Image,86962,3755,2262,177878,52.27,#fashion,Morning,2024-12-27
1365,TikTok,Story,224432,5941,3028,876295,26.63,#fitness,Evening,2025-04-27
1366,Instagram,Video,56574,4323,6428,644724,10.44,#tech,Afternoon,2024-07-02
1367,YouTube,Short,271013,7667,6622,576319,49.5,#foodie,Morning,2025-11-03
1368,Instagram,Short,196209,6781,3294,692228,29.8,#foodie,Morning,2024-10-16
1369,Facebook,Story,104779,1275,811,661548,16.15,#viral,Morning,2025-12-07
1370,TikTok,Carousel,233028,167,88,993205,23.49,#fitness,Night,2025-01-15
1371,LinkedIn,Image,39042,1266,1873,197775,21.33,#travel,Afternoon,2025-09-01
1372,LinkedIn,Short,92223,3723,6311,785488,13.02,#viral,Night,2025-08-23
1373,Twitter,Story,199467,2505,5003,801749,25.82,#trending,Afternoon,2024-05-19
1374,Twitter,Carousel,137002,8960,11182,364063,43.16,#fitness,Afternoon,2024-08-01
1375,Twitter,Short,14220,1309,1291,126955,13.25,#travel,Evening,2024-10-06
1376,Facebook,Reel,7430,324,462,16840,48.79,#travel,Afternoon,2024-11-07
1377,Twitter,Story,250013,4973,9420,640715,41.27,#viral,Night,2025-02-20
1378,TikTok,Carousel,106878,5605,7202,365079,32.78,#marketing,Night,2024-06-16
1379,Facebook,Image,31939,3044,2373,131763,28.35,#foodie,Morning,2026-03-07
1380,Facebook,Video,33263,163,310,91523,36.86,#foodie,Evening,2025-09-25
1381,YouTube,Video,38440,3687,5432,82713,57.5,#viral,Evening,2024-10-19
1382,YouTube,Video,67923,4219,7082,967670,8.19,#fitness,Morning,2025-01-09
1383,TikTok,Reel,28013,366,691,70911,41.0,#tech,Evening,2024-06-11
1384,Facebook,Image,61600,2502,2511,637316,10.45,#fashion,Night,2025-11-12
1385,Instagram,Video,183362,5882,333,723568,26.2,#tech,Morning,2024-11-27
1386,TikTok,Short,114232,11039,3582,290500,44.36,#fitness,Morning,2024-08-26
1387,TikTok,Story,124365,3743,1543,368738,35.16,#fitness,Morning,2024-09-27
1388,Facebook,Reel,324682,2914,1656,759993,43.32,#travel,Morning,2026-02-01
1389,LinkedIn,Video,194,17,8,17359,1.26,#travel,Morning,2026-02-08
1390,Instagram,Video,156910,14814,11303,689901,26.53,#foodie,Morning,2026-01-20
1391,YouTube,Carousel,94246,5365,8724,294364,36.8,#travel,Afternoon,2026-04-28
1392,YouTube,Carousel,144028,604,961,403297,36.1,#tech,Night,2024-12-09
1393,Instagram,Carousel,40934,3470,4244,762763,6.38,#fitness,Afternoon,2025-08-28
1394,TikTok,Carousel,272971,17002,4499,939260,31.35,#fitness,Afternoon,2024-12-10
1395,YouTube,Short,245676,23390,11139,900253,31.13,#marketing,Morning,2026-03-19
1396,Twitter,Story,4683,413,324,478809,1.13,#fitness,Evening,2026-04-13
1397,Twitter,Reel,940,40,7,357919,0.28,#tech,Morning,2026-04-21
1398,LinkedIn,Carousel,93847,2047,2766,275429,35.82,#marketing,Morning,2026-01-14
1399,YouTube,Reel,269188,15719,7566,880375,33.22,#marketing,Afternoon,2025-10-06
1400,Twitter,Image,167386,12383,7841,517927,36.22,#travel,Afternoon,2025-04-28
1401,TikTok,Carousel,27196,2042,914,175407,17.19,#foodie,Morning,2024-09-03
1402,Instagram,Video,54505,1207,1585,275433,20.8,#marketing,Evening,2025-02-23
1403,Facebook,Image,61395,2931,1732,487882,13.54,#trending,Night,2025-06-20
1404,LinkedIn,Image,344505,23999,17055,795422,48.47,#marketing,Evening,2024-06-20
1405,YouTube,Video,109790,9239,15348,904049,14.86,#foodie,Morning,2025-03-12
1406,LinkedIn,Story,88841,5690,10074,205198,50.98,#fitness,Afternoon,2025-02-16
1407,Instagram,Short,15628,1307,1560,442250,4.18,#marketing,Night,2025-03-15
1408,Twitter,Video,61317,2101,95,164929,38.51,#viral,Evening,2024-08-09
1409,TikTok,Video,127164,1885,3760,687529,19.32,#viral,Morning,2025-08-17
1410,Facebook,Story,46771,1649,1783,638545,7.86,#fitness,Morning,2025-12-07
1411,YouTube,Story,82093,5919,4732,673041,13.78,#marketing,Morning,2024-12-14
1412,YouTube,Image,33435,2221,1505,433788,8.57,#fitness,Afternoon,2025-02-07
1413,LinkedIn,Short,121341,9991,6153,378487,36.32,#foodie,Evening,2025-08-11
1414,YouTube,Video,147501,9270,5484,386123,42.02,#viral,Night,2025-02-16
1415,LinkedIn,Video,127538,5286,2887,293270,46.28,#travel,Night,2024-10-11
1416,Instagram,Image,104472,6010,5160,373630,30.95,#foodie,Night,2026-03-23
1417,TikTok,Story,70363,1551,1758,212652,34.64,#tech,Evening,2024-12-15
1418,Instagram,Short,238160,1918,865,811000,29.71,#marketing,Morning,2026-01-26
1419,YouTube,Image,16827,1294,297,176795,10.42,#travel,Evening,2025-06-26
1420,YouTube,Reel,110314,10512,8581,825208,15.68,#fitness,Evening,2025-04-25
1421,Facebook,Video,268182,7038,13514,773898,37.31,#foodie,Night,2025-04-24
1422,LinkedIn,Story,147922,8308,7576,303554,53.96,#fashion,Afternoon,2025-10-07
1423,YouTube,Reel,39602,1532,1177,380602,11.12,#fashion,Evening,2025-02-13
1424,YouTube,Reel,130592,12388,11133,723729,21.29,#foodie,Morning,2026-03-20
1425,TikTok,Reel,51399,2357,3116,514998,11.04,#tech,Afternoon,2024-12-13
1426,Facebook,Story,134189,7714,1676,786199,18.26,#foodie,Night,2025-04-03
1427,Instagram,Short,55359,150,284,935767,5.96,#viral,Morning,2025-09-08
1428,YouTube,Reel,111950,341,171,840722,13.38,#trending,Afternoon,2026-02-19
1429,YouTube,Reel,177440,11917,3498,611405,31.54,#tech,Afternoon,2025-05-08
1430,Facebook,Video,25138,637,1142,144023,18.69,#viral,Evening,2025-06-08
1431,YouTube,Short,21631,1686,3358,133713,19.95,#trending,Night,2024-11-05
1432,Facebook,Video,67006,942,609,780952,8.78,#fashion,Night,2024-09-12
1433,Facebook,Reel,22125,158,141,112571,19.92,#tech,Night,2024-06-26
1434,LinkedIn,Reel,231096,16188,18042,570964,46.47,#viral,Morning,2025-03-04
1435,YouTube,Story,185148,3300,1709,670900,28.34,#fitness,Afternoon,2025-03-31
1436,Facebook,Video,23023,1620,783,206197,12.33,#fitness,Night,2025-06-05
1437,Twitter,Story,21398,860,398,641501,3.53,#fashion,Morning,2026-04-06
1438,LinkedIn,Story,11281,920,174,37802,32.74,#fashion,Afternoon,2025-02-22
1439,Facebook,Video,92270,8991,3288,210980,49.55,#foodie,Evening,2025-05-25
1440,TikTok,Short,59615,4590,7693,145332,49.47,#trending,Night,2024-12-08
1441,Facebook,Story,3702,103,60,7917,48.82,#fitness,Morning,2026-01-10
1442,LinkedIn,Carousel,305906,7635,243,709738,44.21,#tech,Morning,2024-06-17
1443,Twitter,Carousel,195699,417,498,629838,31.22,#tech,Night,2024-09-13
1444,LinkedIn,Carousel,298410,12854,18666,984555,33.51,#fashion,Morning,2025-04-24
1445,Facebook,Carousel,64761,5151,9313,598152,13.24,#travel,Evening,2024-07-05
1446,Twitter,Reel,30956,719,485,408661,7.87,#marketing,Morning,2026-01-21
1447,Facebook,Reel,37989,382,375,149918,25.84,#travel,Evening,2024-06-26
1448,YouTube,Video,207955,7145,7428,545957,40.76,#fashion,Afternoon,2026-01-05
1449,LinkedIn,Carousel,62164,290,138,174875,35.79,#tech,Night,2024-06-25
1450,LinkedIn,Video,131597,7100,13264,456588,33.28,#fitness,Afternoon,2026-02-06
1451,Instagram,Reel,5925,404,170,73978,8.79,#tech,Evening,2025-09-24
1452,Twitter,Carousel,444857,5530,4997,906164,50.25,#fitness,Night,2026-03-03
1453,Twitter,Video,103261,10063,13196,217788,58.09,#fitness,Afternoon,2025-05-08
1454,TikTok,Story,1293,53,50,82969,1.68,#viral,Morning,2025-10-12
1455,YouTube,Story,107530,911,1359,978529,11.22,#foodie,Night,2024-06-08
1456,LinkedIn,Video,18359,1299,2240,44506,49.2,#tech,Night,2024-05-11
1457,Facebook,Image,99217,5445,8547,638432,17.73,#fitness,Afternoon,2025-06-18
1458,Facebook,Image,13184,546,571,198489,7.2,#viral,Afternoon,2025-11-04
1459,TikTok,Image,143810,7108,748,363405,41.73,#marketing,Morning,2024-05-19
1460,Twitter,Carousel,23435,1126,200,579348,4.27,#viral,Evening,2025-11-26
1461,Facebook,Reel,52409,2483,855,131159,42.5,#foodie,Morning,2025-01-01
1462,Instagram,Short,182897,477,686,586478,31.38,#fashion,Evening,2025-01-06
1463,LinkedIn,Short,165053,8947,5298,503476,35.61,#tech,Afternoon,2025-08-25
1464,YouTube,Image,217491,8354,2369,822662,27.74,#tech,Evening,2025-12-06
1465,Twitter,Image,35661,1321,1098,475202,8.01,#trending,Evening,2024-09-13
1466,Instagram,Video,55643,4922,6523,358115,18.73,#trending,Evening,2026-02-04
1467,Facebook,Short,8896,95,121,28438,32.04,#fitness,Afternoon,2026-02-20
1468,LinkedIn,Short,176443,7785,15227,386259,51.64,#tech,Evening,2025-11-27
1469,TikTok,Carousel,328169,12182,14822,788971,45.02,#trending,Morning,2025-04-06
1470,Instagram,Image,51426,4499,8998,597000,10.87,#trending,Evening,2025-01-30
1471,Instagram,Video,403394,25187,25551,822396,55.22,#trending,Morning,2024-08-03
1472,Instagram,Carousel,256066,62,25,635853,40.28,#travel,Morning,2025-06-12
1473,Facebook,Reel,228333,22098,16181,637899,41.8,#foodie,Morning,2025-01-20
1474,YouTube,Image,30848,1409,2664,79434,43.96,#viral,Night,2024-05-12
1475,YouTube,Image,4532,353,363,58541,8.96,#travel,Night,2025-11-28
1476,Facebook,Short,1188,59,11,2786,45.15,#fashion,Night,2024-06-09
1477,TikTok,Image,251023,11334,18038,801423,34.99,#foodie,Afternoon,2025-09-07
1478,Instagram,Short,22753,2026,571,490880,5.16,#viral,Evening,2024-08-04
1479,Instagram,Image,31573,940,55,242609,13.42,#trending,Evening,2025-11-05
1480,Facebook,Story,200796,18864,27249,998266,24.73,#fitness,Morning,2024-12-02
1481,Facebook,Reel,31018,296,107,201114,15.62,#tech,Afternoon,2025-12-14
1482,YouTube,Image,152499,8847,9872,640828,26.72,#tech,Night,2024-07-26
1483,YouTube,Reel,11491,763,624,208091,6.19,#marketing,Afternoon,2025-11-17
1484,Instagram,Image,163248,11338,18630,674218,28.66,#viral,Evening,2025-08-06
1485,Twitter,Story,199843,11236,6427,861839,25.24,#tech,Night,2025-09-29
1486,TikTok,Short,13676,831,631,93231,16.24,#fashion,Evening,2024-09-07
1487,YouTube,Carousel,19857,675,350,88524,23.59,#trending,Afternoon,2025-01-02
1488,Facebook,Carousel,42715,1782,3407,146967,32.6,#foodie,Afternoon,2026-03-29
1489,LinkedIn,Carousel,375854,29295,49959,864889,52.62,#fashion,Evening,2025-05-25
1490,TikTok,Video,213133,11652,14361,626044,38.2,#fashion,Afternoon,2024-12-10
1491,LinkedIn,Story,46311,987,1375,364358,13.36,#marketing,Night,2025-06-19
1492,Instagram,Image,1808,120,78,309491,0.65,#fashion,Morning,2025-11-03
1493,Facebook,Video,73733,345,164,340177,21.82,#travel,Afternoon,2025-03-19
1494,Instagram,Story,3807,181,12,9747,41.04,#fashion,Afternoon,2024-10-26
1495,Twitter,Video,166402,695,393,522612,32.05,#viral,Evening,2025-11-04
1496,YouTube,Story,1182,96,93,108168,1.27,#tech,Afternoon,2025-08-02
1497,TikTok,Image,216846,9761,5481,862020,26.92,#viral,Afternoon,2026-05-01
1498,Twitter,Video,458186,26632,17142,956476,52.48,#fitness,Afternoon,2024-07-14
1499,Twitter,Story,127619,6861,8355,407343,35.07,#tech,Night,2025-09-08
1500,Twitter,Image,160415,6397,7858,692131,25.24,#tech,Night,2025-05-18
1501,Twitter,Image,102065,88,27,744708,13.72,#fashion,Afternoon,2025-07-18
1502,Twitter,Short,64087,5048,9195,140032,55.94,#trending,Morning,2026-01-11
1503,Twitter,Story,237186,48,26,871172,27.23,#travel,Morning,2026-05-04
1504,Facebook,Carousel,297199,12619,2315,633319,49.29,#fitness,Morning,2024-10-02
1505,Facebook,Short,283251,11538,3924,899742,33.2,#travel,Evening,2025-03-18
1506,Instagram,Image,32391,1713,3032,443991,8.36,#fitness,Evening,2025-11-28
1507,TikTok,Carousel,78865,3273,244,725617,11.35,#trending,Afternoon,2026-03-12
1508,Twitter,Story,240443,18566,20543,527100,53.04,#viral,Evening,2025-08-13
1509,TikTok,Story,44470,98,149,817501,5.47,#viral,Evening,2024-07-09
1510,Twitter,Video,89083,3122,1299,645887,14.48,#travel,Morning,2026-03-19
1511,Instagram,Story,286970,16547,21958,956358,34.03,#marketing,Afternoon,2025-02-16
1512,Twitter,Short,26771,921,589,58510,48.34,#travel,Morning,2024-08-11
1513,TikTok,Image,12159,110,40,83157,14.8,#marketing,Afternoon,2025-08-04
1514,Twitter,Carousel,122970,8663,11887,948864,15.13,#foodie,Morning,2025-10-22
1515,Instagram,Story,360320,9138,5053,728953,51.38,#trending,Afternoon,2024-10-24
1516,Facebook,Short,6091,219,129,207571,3.1,#trending,Afternoon,2026-04-11
1517,Instagram,Reel,75642,4441,5892,236204,36.4,#viral,Afternoon,2024-07-25
1518,Twitter,Story,325183,19099,32584,657906,57.28,#fashion,Night,2025-11-22
1519,TikTok,Story,82588,7202,9037,631836,15.64,#travel,Afternoon,2024-08-28
1520,YouTube,Image,51414,72,80,258807,19.92,#tech,Night,2026-03-19
1521,Twitter,Video,27376,1257,1052,346017,8.58,#tech,Evening,2024-12-18
1522,TikTok,Image,71076,1631,101,482830,15.08,#marketing,Night,2024-08-05
1523,Twitter,Video,33961,1277,2286,554476,6.77,#viral,Night,2024-10-23
1524,LinkedIn,Reel,6700,187,307,149084,4.83,#viral,Afternoon,2025-07-16
1525,YouTube,Short,138,18,22,11587,1.54,#fashion,Morning,2025-01-14
1526,Instagram,Short,22164,485,777,304642,7.69,#travel,Night,2025-07-29
1527,Twitter,Video,117124,3205,178,262287,45.94,#marketing,Night,2025-05-24
1528,Instagram,Video,146672,9372,11138,790621,21.15,#fitness,Afternoon,2025-07-25
1529,LinkedIn,Image,89652,7235,1591,889046,11.08,#marketing,Afternoon,2025-11-30
1530,Instagram,Story,272773,9216,8645,741462,39.2,#viral,Night,2025-11-19
1531,YouTube,Video,111827,6702,13258,621654,21.2,#marketing,Evening,2025-11-07
1532,TikTok,Image,60214,5373,10682,907088,8.41,#trending,Afternoon,2025-08-06
1533,Instagram,Short,54503,1614,2012,531512,10.94,#foodie,Night,2024-09-15
1534,Instagram,Image,348610,19294,5015,747506,49.89,#travel,Night,2025-07-12
1535,Twitter,Video,83323,2880,3399,973239,9.21,#fitness,Morning,2024-12-03
1536,LinkedIn,Image,171176,4224,5905,754635,24.03,#foodie,Morning,2024-08-04
1537,TikTok,Carousel,226402,7686,5163,842455,28.4,#viral,Morning,2024-10-31
1538,Facebook,Short,74253,6460,12724,432350,21.61,#tech,Night,2026-05-01
1539,Instagram,Image,262470,9011,15696,863465,33.26,#trending,Morning,2025-03-29
1540,YouTube,Carousel,52772,492,913,831790,6.51,#viral,Evening,2025-02-16
1541,Instagram,Carousel,178851,3967,6878,547743,34.63,#foodie,Morning,2025-10-15
1542,Facebook,Story,63403,445,101,961181,6.65,#marketing,Afternoon,2025-11-30
1543,Facebook,Short,100488,6083,4100,201614,54.89,#tech,Afternoon,2026-01-12
1544,Facebook,Reel,7831,109,205,536034,1.52,#viral,Afternoon,2024-09-23
1545,YouTube,Reel,127151,5524,7030,727925,19.19,#tech,Night,2024-06-15
1546,YouTube,Story,200664,12960,1612,857633,25.1,#viral,Night,2025-10-04
1547,Twitter,Carousel,94510,7598,8666,589230,18.8,#fitness,Night,2025-05-22
1548,Instagram,Carousel,241208,2947,4471,538483,46.17,#fashion,Afternoon,2025-09-21
1549,Twitter,Reel,130817,10978,14541,323092,48.39,#foodie,Morning,2025-08-28
1550,YouTube,Reel,5411,271,490,14236,43.35,#marketing,Afternoon,2026-03-14
1551,Instagram,Short,86402,1556,887,543277,16.35,#viral,Evening,2026-01-27
1552,Twitter,Reel,268102,5669,5101,880319,31.68,#fitness,Afternoon,2024-06-12
1553,Facebook,Story,4589,399,307,22925,23.1,#travel,Evening,2025-11-11
1554,Facebook,Carousel,43045,3390,1815,154809,31.17,#marketing,Morning,2025-09-04
1555,LinkedIn,Short,48039,3709,3443,975952,5.66,#fashion,Afternoon,2025-09-13
1556,Facebook,Reel,94393,128,20,291202,32.47,#foodie,Morning,2026-04-22
1557,Instagram,Image,45529,1632,2583,700001,7.11,#marketing,Night,2025-01-18
1558,TikTok,Reel,204014,12795,2316,814755,26.89,#tech,Morning,2025-08-03
1559,Twitter,Video,179741,13180,18235,407584,51.81,#tech,Evening,2025-02-11
1560,Twitter,Reel,361922,35299,17763,835854,49.65,#travel,Afternoon,2026-04-07
1561,Instagram,Carousel,162378,12599,17151,557721,34.45,#viral,Night,2024-12-13
1562,YouTube,Video,206247,19813,9159,602980,39.01,#fitness,Evening,2024-08-17
1563,YouTube,Video,10800,767,905,59460,20.98,#travel,Night,2024-06-25
1564,LinkedIn,Story,10971,465,804,180442,6.78,#fashion,Night,2025-08-13
1565,TikTok,Reel,3455,308,81,161135,2.39,#fitness,Evening,2024-09-20
1566,Twitter,Image,57516,3918,6031,999383,6.75,#fashion,Morning,2024-11-12
1567,TikTok,Reel,327293,946,133,938717,34.98,#tech,Night,2025-10-22
1568,TikTok,Image,276414,12327,7960,864847,34.31,#viral,Evening,2025-06-19
1569,Facebook,Carousel,290959,18883,14125,825896,39.23,#fitness,Morning,2025-05-02
1570,Instagram,Video,421722,19980,31555,846871,55.88,#travel,Morning,2026-01-14
1571,Facebook,Story,421642,10425,13653,868131,51.34,#foodie,Night,2024-08-22
1572,Twitter,Story,363406,18246,6613,899562,43.16,#foodie,Night,2025-04-25
1573,Facebook,Story,110093,7506,1563,409688,29.09,#viral,Morning,2026-04-28
1574,TikTok,Reel,62425,1159,164,863118,7.39,#viral,Morning,2024-09-28
1575,Facebook,Carousel,177098,17261,12572,727230,28.45,#tech,Night,2025-09-30
1576,TikTok,Image,309264,26496,12179,662805,52.49,#foodie,Evening,2025-01-09
1577,Instagram,Video,45345,3781,3454,144914,36.28,#marketing,Afternoon,2026-05-06
1578,LinkedIn,Reel,45610,4214,4234,197642,27.35,#tech,Morning,2024-05-16
1579,Twitter,Short,226128,22039,43860,529461,55.16,#fashion,Morning,2024-08-27
1580,YouTube,Image,132676,3354,2300,859914,16.09,#travel,Evening,2025-06-17
1581,Twitter,Short,17241,1702,512,228430,8.52,#marketing,Morning,2024-10-05
1582,LinkedIn,Carousel,126160,3598,4780,747551,18.0,#fashion,Morning,2026-04-16
1583,Instagram,Image,7277,297,12,593550,1.28,#travel,Night,2024-08-22
1584,Twitter,Reel,145365,5077,9298,362439,44.07,#viral,Evening,2025-11-23
1585,Twitter,Reel,11213,896,686,45439,28.16,#trending,Evening,2025-08-24
1586,Twitter,Short,143825,8012,615,472968,32.23,#marketing,Evening,2024-05-25
1587,Twitter,Carousel,29620,595,949,641244,4.86,#marketing,Evening,2025-01-25
1588,Instagram,Carousel,50668,3245,4958,410899,14.33,#viral,Afternoon,2026-05-11
1589,LinkedIn,Carousel,273612,13771,8744,806686,36.71,#fashion,Night,2025-06-11
1590,Instagram,Story,53651,4816,6798,140546,46.44,#fashion,Night,2024-12-25
1591,Instagram,Story,176200,15575,29019,467695,47.21,#travel,Evening,2025-01-27
1592,Twitter,Carousel,78445,3377,5869,195213,44.92,#fitness,Afternoon,2026-01-31
1593,Facebook,Short,201809,3262,2933,723402,28.75,#travel,Morning,2026-03-03
1594,Twitter,Image,333825,17362,6315,705239,50.69,#fitness,Evening,2025-08-06
1595,TikTok,Reel,86007,7295,12329,873855,12.09,#foodie,Morning,2024-12-29
1596,Facebook,Video,279661,26376,30969,832090,40.5,#marketing,Evening,2026-04-06
1597,LinkedIn,Reel,42839,2185,2424,451842,10.5,#tech,Night,2025-05-20
1598,YouTube,Carousel,193036,828,212,542689,35.76,#viral,Afternoon,2025-08-19
1599,Facebook,Short,241954,2049,1800,552087,44.52,#viral,Evening,2024-12-26
1600,YouTube,Video,88306,369,108,919206,9.66,#fitness,Afternoon,2025-11-22
1601,Facebook,Reel,91557,8952,2467,579925,17.76,#fitness,Night,2025-10-20
1602,TikTok,Short,40989,1954,2187,186491,24.2,#fashion,Evening,2025-11-08
1603,TikTok,Short,230810,6070,3538,882522,27.24,#trending,Night,2026-04-07
1604,LinkedIn,Short,119236,3820,393,961164,12.84,#marketing,Afternoon,2026-01-30
1605,TikTok,Short,83594,4871,5082,321663,29.08,#fitness,Afternoon,2024-06-15
1606,LinkedIn,Video,93758,1039,177,799230,11.88,#fitness,Night,2025-08-21
1607,TikTok,Short,219562,3343,3995,590432,38.43,#fashion,Morning,2025-02-02
1608,LinkedIn,Carousel,247696,18565,200,820797,32.46,#viral,Evening,2025-04-28
1609,TikTok,Reel,116994,6880,1121,417069,29.97,#foodie,Morning,2025-04-15
1610,Facebook,Story,2697,120,187,98174,3.06,#trending,Evening,2024-11-10
1611,Instagram,Reel,181796,13046,4362,506872,39.3,#marketing,Afternoon,2024-10-31
1612,LinkedIn,Short,13648,719,934,553256,2.77,#foodie,Evening,2025-07-25
1613,Facebook,Video,492,13,13,25437,2.04,#viral,Evening,2026-03-25
1614,YouTube,Reel,223301,12535,22284,448151,57.6,#foodie,Night,2025-01-13
1615,TikTok,Image,82088,8150,6115,940501,10.24,#trending,Morning,2024-07-02
1616,LinkedIn,Carousel,14991,933,658,172719,9.6,#trending,Afternoon,2026-02-20
1617,TikTok,Reel,11574,666,402,592869,2.13,#viral,Afternoon,2025-10-19
1618,Twitter,Short,250766,23238,25722,674258,44.45,#marketing,Night,2025-01-20
1619,Twitter,Video,730,37,24,194710,0.41,#fashion,Afternoon,2025-05-02
1620,TikTok,Video,85041,7636,14605,239473,44.8,#tech,Night,2024-09-22
1621,TikTok,Story,160357,15148,8884,499968,36.88,#foodie,Afternoon,2025-08-21
1622,Facebook,Carousel,97741,4553,1917,872112,11.95,#fitness,Afternoon,2026-01-21
1623,TikTok,Story,170372,16665,2315,439902,43.04,#foodie,Night,2024-09-27
1624,Facebook,Carousel,332273,18738,28658,911398,41.66,#foodie,Night,2025-01-12
1625,Facebook,Reel,194986,12936,9812,576819,37.75,#trending,Evening,2025-01-12
1626,Facebook,Story,58878,4661,3971,145227,46.49,#trending,Evening,2024-06-28
1627,YouTube,Short,26216,1426,596,96631,29.22,#travel,Afternoon,2024-08-07
1628,TikTok,Story,28376,364,568,343084,8.54,#tech,Afternoon,2026-01-29
1629,LinkedIn,Story,17915,570,587,273197,6.98,#travel,Night,2025-12-25
1630,YouTube,Carousel,116739,6687,12744,316176,43.07,#travel,Morning,2024-11-23
1631,LinkedIn,Story,3266,44,72,20105,16.82,#trending,Night,2026-04-13
1632,Instagram,Story,229127,18639,27410,511080,53.84,#tech,Night,2025-03-27
1633,Instagram,Video,148329,11977,5730,701047,23.68,#marketing,Evening,2024-08-27
1634,YouTube,Image,140343,4860,6614,494528,30.7,#viral,Night,2024-08-07
1635,Facebook,Reel,34423,3170,3338,220406,18.57,#tech,Evening,2025-02-04
1636,Instagram,Image,59494,2845,1911,810394,7.93,#viral,Evening,2026-02-16
1637,Twitter,Carousel,37715,2781,1917,936506,4.53,#trending,Night,2024-07-09
1638,Twitter,Carousel,24687,2187,3528,654814,4.64,#tech,Evening,2024-05-11
1639,TikTok,Story,56746,5244,4157,827109,8.0,#marketing,Morning,2025-09-14
1640,YouTube,Carousel,3790,189,295,519148,0.82,#tech,Night,2026-04-20
1641,Twitter,Image,3606,181,194,39791,10.0,#trending,Night,2025-04-25
1642,Facebook,Story,20507,1521,552,324215,6.96,#foodie,Evening,2025-01-25
1643,TikTok,Carousel,78886,2969,5889,162665,53.94,#travel,Afternoon,2025-12-09
1644,LinkedIn,Image,166386,3769,3112,965254,17.95,#trending,Morning,2025-03-30
1645,TikTok,Short,428038,11800,5218,987382,45.07,#viral,Morning,2025-04-21
1646,Instagram,Reel,85625,1332,2054,225723,39.43,#trending,Morning,2026-03-14
1647,Instagram,Reel,145863,9852,17006,783991,22.03,#fitness,Night,2026-01-31
1648,TikTok,Short,165274,10917,11798,720082,26.11,#travel,Afternoon,2024-11-04
1649,YouTube,Image,56879,1236,2300,305205,19.79,#viral,Afternoon,2024-06-21
1650,TikTok,Story,8788,572,498,134582,7.32,#fitness,Afternoon,2025-10-28
1651,LinkedIn,Video,154141,8414,330,376733,43.24,#tech,Night,2025-01-22
1652,Facebook,Carousel,18215,1192,1861,217336,9.79,#fitness,Evening,2025-04-19
1653,Twitter,Image,37239,1952,443,448733,8.83,#travel,Morning,2026-02-20
1654,TikTok,Carousel,75406,2135,2453,656495,12.19,#fitness,Evening,2026-04-02
